id,authors,year,inCitations,outCitations
9f07112ff87c78a93d2564d4f28779dcd106badd,"[{'ids': ['2098981'], 'name': 'Andy Podgurski'}, {'ids': ['1739966'], 'name': 'Elaine J. Weyuker'}]",1997.0,"['8db5ed27b488409f1a261f78356367227ceb9234', '217646a04cd21f6026f3cb3a95e584628eaa2ba2', '4bb829b1df5561cfa4ba587b776ace5d44889c60', '122dd51acee4396daae0ba1a241adf079e211eb6', 'e460ccb0800c94467bc6899cef0ab82de15b624a']","['fcf0426b2cf4346f9d26711654cffa12878a78e7', '842ff8835c1d8fa1338b5bb152f9bf06f8a2c71d', '8e2af96c5e9f2a134ae4e191269e716a917923fb', 'f9154d44f4bea9204e6632d067b38b342f45d9b0', '314855540b82a43fa27285f1809e53697c546ae7']"
bf8af0e6025265e9eef2e72c99d91f1c07192f67,"[{'ids': ['1698421'], 'name': 'Sebastián Uchitel'}, {'ids': ['2824721'], 'name': 'Greg Brunet'}, {'ids': ['1854323'], 'name': 'Marsha Chechik'}]",2007.0,"['812a77b6996fe396af1ee37859ed99edc6dd28dc', 'cd75d763a05065f98b71f9a7c262db2a77b53819', '7ed419c416e1e9b5e4e69e4acfcc2805716c78f0', '0719edda1c9a2fa9d9ef1aa8e06aca9392170679', 'a30ec989bd7d368c9cf0cf7032614ce9c902e53a', '488cdbae5a1578dbfabc7c092b1ed86bcb091caf', '313e2da0de5d6fd38152320effa82dd3367d23b0', '5fc7ebf9a4fd3fd6629f0ef4e35e75089933963b', '80c5d3f978828a699f1a5a348456d5530c087fce', '9d590943e5f624767964b261ce9e968b1ba7b29c', 'd30e9c3a3a4e4e4c756d1de9f18a4b99efc0e1fc', '02becd36479a661b5a8c11148f850b5a4f205c69', '726fa87ae2505ce6d31a144ca90c5a9ca56a2230', '0ee25e299bd58c8e432269b5d5a77819884d42c8', '10287b085763ce94e3e6bb2ef5b8b32413ef0824', 'ed74a30f79e0e1c414cc0eef03ae75a16d67c022', '1a038e54338f20aeff82c6a3e8d853b9d38f10bc', '6be7b4ab7b32e5b81c9189c6ff424ce763e0e2f9', '28f61f078b54c0cb35e0ce9ea75dfddb20a6f4d7', '4e38bed1c51ddb5709c4abdf5fc9d63e6b7f3b31', '20bfe65a33ba34309999544a88434fea8fb59f2b', '5d756ef0167c24247bfeef0a7cdbd30494b8e42d', 'e9a9e54feed8df23ff8617c5580b16d3e774d371', '36905c70d3b4d3aa2ec0d9c208d40db0eeeb26bd', 'e77e63a745f4b36892b64e3fcfbdd457887cd059', '9444c2e37e182e34b87a1ad8739be3ed760425a3', 'aee8628cf688bfd02ab1704c557ced28fad8a504', 'dce10620cacf60eb372bfae250f519375ba372f8', '38a98a77bbe8d68404648faef303881d1ac7ef52', '7d9643cfb5dea8b0e20e68c8ff503bbc17faccd5', '2fd49404328cb5b7f2124c5f938d2e0d9feca284', 'f35237901cfb6d441a6a00410c623f9b20ae9827', '9f5d37bf42effc7d84d828823d7693a5a845327e', '2b67dde41820d6e421c8d94701190117c690679f', '0ee7679e9894eb0934ade30d00277d6a971c6070', '6d5556aa7bbcb73835a84407572850c1c0081df4', '1ebd3e01ee36507f5cde3378ad3e93458766b87a', '6bf3f3fb8a17e627c9e5bb94386387b4816ac5c3', '1272ad4d5d0bad6ad11e5ab4dd680cba3e719689', '1111a9101a9d491c79088f646f624066a176c5bc', '7af996a461cfde047791f54b63a4b4f1711c94f0', '50d2c0eba7d232e8daf751da7669dc84d1c3d057', '7b2c80864167fc8b56d9d19369d1a4c036a94ef8', '091ef49a1b3c8c5c2ba7d4fc162119519226c96c', '7b8fc011915f5ff545b02c0b060bb16942961143']","['315437859cba02009317e15f1f9cb1beb73d5052', '743f0e313b7aeeadf3d8314c4d1ce4b1132fa62a', 'fe694b5eac4b0daa866fca871e8d2cdd333fb37d', '6b5daf30a679f4d5f3181ade37f71f7eddbe8338', 'f624d59cbd445ffeb01c72400621f21d079c16de', '6d667884fc9c85a9989d03d1fb589b1cdd26ec72', '81c5a8385fbe30c4eba9c5807b694500c665c8f6', '30fc7a561e6b7df2f9385413720100e05ba8b1dc', '0c68f98de1354ad772930c54bdaaa734cb80997c', '36d27d285a2d0972ad03760ee804828b695eb454', '74d1111602f8286e139db6ce24e7172efc05ed9d', '23991ff2a20199738670c5670ca0639173ad22f0', '78917fd10151d38e549d0cb6e62b696d3f8eb686', 'ec5549080b18a652548390b0b21f64953efd345b', '89a4893879afcdf1e3ab5daebed0ca3dedcc7ab2', '6ca07869eccccb5fc07f32f2877ff45ac2a39c38', '17873a55dd7f831eff619ee5fba7efbae6313dc1', '8384dd9f525e539c2117ae3aed5a112964e1daa3', '6277c58275d70d613c1e5bd0425bf07c35f01168', '872b25c6cd0ea6d8e26483763759c0b67bc82867', '87ce98ac119f726f53653fa714613735c30f1e54', 'c4e7c7a1bd959039bbd18641dcade0b5a6668c63']"
c4078007d4b3bc37b33fa10bb5412cb76ecc669f,"[{'ids': ['1682441'], 'name': 'Eli Tilevich'}, {'ids': ['2726878'], 'name': 'Yannis Smaragdakis'}]",2005.0,"['38f1097ff33ec94ead750b79ada92eeb81fa2b8d', '484a758c4edfc676cca4e5c9dc8fcf77df884a46', 'c93e8fd74fc5e584ca14899067def3200e0d70de', '681f837aa0c9684b8729ebd3b1828186dd3dc01a', '8e8c42df5516a4b5d24795eb9fd56937fa747404', '0b616a42f60f4cf59a48ca80d50ff5094760754e', 'd8e7502f565e3a1d7f22a75e7b74625238af5931', 'de1b944b56ae6ca946111d1fff9eedd6b94d31e6', '320ec2ed42505d3eb02cea1387aa03280f42ab86', '097fcbda3746afae2961688792bf5bbd36c24001']","['64280525b229aeacfb2fa9e90aea58a59e46ec89', '6d82e9beef5aa62c1a48839997c183b95a22db84', 'd355407989ec5949fb400d369869f7730d47ce19', '2f4002755b309cdb91e18116b8028005497d8400', '401add0c8bafd09d6fc930551c3305a3fa78f89a', 'b753b5abbb42a44fc79a95e9d5690019968eb542', '33fb1706aa99dffd8677ce17f98c3e829bcc8efc', '2f09a866bc7cb521227dc5ab2c4092096077c1ac', 'bc42584c1d74f96d2e03dfcc487af642527a62fe', '32d9f2ba15aa08559fd2ad99b299b6d77e5f1567', '1bb1f9c8bbc50d881adacb4f7dc6ab8aadc89c39', '155dfe6408062b0f12e4e1b1ee53836be03159f2', '282f88f3e89813bba06aa0b23987955b987e9af3', '2e7aa73e21891d556e3d9afd3429b7a60aec2e8e']"
d2960142a303d8abd13a50ad91de26b1284b9bdc,"[{'ids': ['1723491'], 'name': 'Forrest Shull'}, {'ids': ['1772462'], 'name': 'Ioana Rus'}, {'ids': ['1678713'], 'name': 'Victor R. Basili'}]",2001.0,"['40fc1b01b21616fb03e52fb5510e4ba25d157ba1', 'f2d97c3d6f213e8c66f9f48bde7ec4a230f28c4a', '2e0ed1224a13187a0f8373e3f838b8aa6b61b638', '7c2ee6f47f2e263d5ecc13f3a26a9c57e7ef73d4', '77eb5cec97460f6495d7daef7ff5e6d3782f0c35', '6f8da9586f21596eeba892d1e17e91a82690e7fb', '7192a23fb679beb68a793dc00bb239252aa28722', '0ed8d69ad32d83db2392f71ff9974510c87f1ffb']",[]
ee6445ae451991ff3471ac38f2398532eb3378d4,"[{'ids': ['2268251'], 'name': 'Pauline Anthonysamy'}, {'ids': ['1679995'], 'name': 'Awais Rashid'}]",2015.0,[],"['d2dbb4d8f26649466441384e2c44c4d001a43ad3', '2618dbd8bc6bc401fbc202342c00cd2ffefcbe4f', '4811282f1773070b4147ac2709e0f7835e0b4dca', '185b1ba3f0918bcc8fbc50d3c19d36ef24b265e0', '0b69ce1cf9ea8987db993da7c8fdad80428fd835', '57929ae9b423a0653003e0086c70d9cea05205cc', '067b0fb7f03c83bf13a244b3daf1b3b62cf5b177', '8787125ff317c9920f4e136d5aa07bf237ac3eaf', '2fb25d0931ecf8fc817d55d38ab45c45623cf11a', 'bc818689e4255d0026cb1fb376c9fe21f56ce6de', 'af09b2dd72858c43ef874fec4ceb2a8633757217', 'd7006440253983dca48075e3d281e8418f677772', 'c95edc23729a5d6dafd989eca89c33c26a7248da']"
0747504ef3e14d35eba436d0cc6de90223f39012,"[{'ids': ['2411272'], 'name': 'Juha Kuusela'}, {'ids': ['1758826'], 'name': 'Juha Savolainen'}]",2000.0,"['50606ba087bc52ed4c0a4691debdf51ea3935e29', '7cb6802dc88b2be6ab8dc51777b6cd654c8830be', '11af46a89e31c42baeb78674597367a7f42bf4c0', '73f355652601730ea454a6b3d5089b71a1076090', '2cb8c0ed64a45bbdc1960b0555cee9edcde0b883', '3c450aefff687081487c174033519af1ac8f5b8c', '8e345c555c47e786e9fadc62edc98a279f6cb792', 'b36c3fcd7d82ccf363d85c870ac5431c3ceb4c2d', 'bc3a794d53693681f1bd28d6f015d87c1fbf2846', '08af3677ad037e5045fb8b960d76b24f46c500e7', 'a0cdbec11be74bbca6d786310b7599d162e445f0', 'd05c4a914742504f5973316eefa48977d2f93398', '8fe25ed4cba7491e7297fb1c2a60bd45e5328b96', 'b54f7dcf48831842dc84ce125b08f5555de5751e', '67cd79454658319a9b4bc0b4c8685e1322082d8b', '1db67581d4fa6f5333257854dfe44ac9f7543f88', '552962d95114dc337c268d5d93a97e559d57786e', '58045addaefccfe32db67efa031aae08bee567e7', '0742f3ee2fe723d5877e23df3676e0239b4126a3', '76592bc1d96b71e4483d787d0ec2ac6ebc0ed868', 'c2eaedd27b47f0a4440792aa179c34c1d7d4ec46', '8ad8f9c00f092db76e99bf6a7c523a5c756f3711', '937184f6ace55fed6266d485f74ab67165338e97', 'cf2647d977f9f63a8b44fadca708500b623eb235', 'fd8d80c92d55b569fb3648600e972be4bd286200', 'd6ea64a5d46221b9628a42b67c1351566a34d9fb', '96c65b1b93f8553177af20a0863796e80bde937f', '07e975edd808b0130050695d6e714eddd4c6b659', '62a486313c585bfd10816c4d6dd47d9be7f95221', '8926305df9fee5b627b3164ea2c915d0d47f5c11', '8d1dc28e9ebc4184c7b5d809eec2114177104a06', '13ee20f97944795bc9d8eaaf609b4601f33594d9', 'b093b3a1de157c0b103006ffb716ceb6388608bd', '11861614f6e106c220fa35ee3dfb0fd77c398862', '01a69acb93f13918439fe15f7a629e4499ac96f4', '777895687fd38fa34d61a747653f3864d2492dfb', '6db567eac20baa7e6f1d114a8c616c6f06661701', '1db22b8b8af19dad67b3cdb8ec3cd1d8cf938f44', '57f045da897fa3d1fbc9c19e222f97f508ed57cc', '81d1f84af4757cd9e74aad0c3b320a744a02c689', '2fc00583e3b6f40c597b4d18729927845ee11300', '0161a6fb144ce195638457a6359c33bc9d8f2960', '32be7c75633bd50b3c4986a9c1b7b3518b65f5c0', '5359d89f8b5217b4fc8e00d28287041de36a502b']","['049c50048510a4ed0575b1c925f7b2e4221c5be0', 'c48e11a2c4be2fc446a3b008a22aa971c6eefd75', '9595fe126dee2b86a5ba61d61b0dc94d0bb36d42', 'f143ac4977058d962be94a76a9c1767f20f5a44e', 'e032f520ca546b6af58e35b826c3cb71e286a960', '19cd1b9989380a43bb3d88f7a4c4426afe379d84', 'c67929fb0e4a524a4c9350bc4b413b292a75f627', 'e4d1ae019aabae5ce4821dc5e89bf29b79024d18', '36dd996b13159484e30e6f85cf49afadba2eb317', '49c170fe77068e574e30234f97145e1601202e98', '7f04c80491794838d5f0c4ba6ada16d95c485b99', '04876b1ec4e7f529238f44cbf7685262cc2f5ee2']"
096e2ad212f76108c251965aefe37fbe65b66315,"[{'ids': ['1710587'], 'name': 'Martin P. Robillard'}]",2002.0,[],"['9b11ba3d209a8a19241a55657d0cf44eb7f12355', '6fa0639db629fc8838a6cee1498cc9fbf4ebc2dc', '461a13cba86b8b1111a4a087ecf9257b8b819369', '0ec9896c32b2979ed153cb56533f0b066ef5922b']"
0e730298ee2158379a598f5d90a61bdccdb9caba,"[{'ids': ['1847208'], 'name': 'Stephen W. Thomas'}]",2011.0,"['2b09f5a3cd6c8a79143f22eefeaa3266d743f8ff', '5e35cc3a9c91a2eb9b93b4146dcbe9e2b06d962a', 'cd2ee6384d06ef3b1894fd9af826d6135bfa027d', '7fa53a1f8cd100d761eff1b52671106bff63fb7b', 'd3de739aa2f8f5fe8b3267535a7e40668ea4e7ac', '7b02ece93bee8506132ac4fb7efeb84243e5b91d', '7f1983421a84c39b853b827d145ebe80c8daeb7d', '581029749664d97851575e3fbb741540971ca197', '1b92342312662a52a155a23887f0e7e43fe5511c', 'e39078a3dcbcba8fd8b9bd0fc7a6a469a77a6d6c', '8743401a4abc82248b489b50a9ea6ec8ca4d81c6', '428ee7e920f01b12f792f6252669295d2779c4f1', 'c109dd50b4b70a1219bd2a380f62bcd8dd85dca2', 'a30eb081dd7ec50ca61e33e3abf8ccacb7f0a174']","['183bc2081327c2bd005485c3d44e561bcf499c17', 'ccb7a84c5820d171cbd6529e3bd976ad7923f011', '3bffcad373bd5f560511b24e66937d81f7f4156e', '0f3ab6835042ea45d2aab8e4a70151c11ca9a1d6', '80b0f34483758ec1661ef35b5a557d696fff7eea', '6ae5d06fd366d44107752b903d0ec22b41321e3d', '6724c9f05e75477d13011988792aa1b03347bbf0', '1ba7a3660b02c51ff836cdca507ed92a419b75cb', '1e56ed3d2c855f848ffd91baa90f661772a279e1', '37d8f61375cb26b5630461744c137f92e4bda454', '1dc4cc51934e02ea4d0bc0e95b7a56fcdeb2f027', '3ba5001085b873d550944174069faca292a081c8', '23e6913160889136b2136b13724f1e5199ebe8c9', '682c9afbbd9c4ebd1e3183afa1289628475b8c47', 'e0a42ebc52f83d59da052a07db57448ff8045304', '81ce391b06904f79220da8502edf2443066adb0e']"
19c5e8e884934115a11bc8280b4712a7d4d8103d,"[{'ids': ['1790391'], 'name': 'Joanne M. Atlee'}, {'ids': ['1746377'], 'name': 'Robert B. France'}, {'ids': ['1693476'], 'name': 'Geri Georg'}, {'ids': ['4864415'], 'name': 'Ana Moreira'}, {'ids': ['1718745'], 'name': 'Bernhard Rumpe'}, {'ids': ['3252896'], 'name': 'Steffen Zschaler'}]",2007.0,"['26b487d9658d20f9e9497b0ddc5760c6bf7db1ef', 'd02fcdd21e573272f785bcb0fe4f75f69da23d90', '5397739888f2fe532c335e4ff56f67fa7f5e962e']",[]
1b97d62563ce2da079f038a76b68ab26e72c02c8,"[{'ids': ['8734351'], 'name': 'N. V. Narendra Kumar'}, {'ids': ['2093095'], 'name': 'Harshit J. Shah'}, {'ids': ['1746609'], 'name': 'R. K. Shyamasundar'}]",2010.0,['5a999cbe0c9e17b1e6221a5a0f7eb7a685724916'],"['0c216f20a00819d9cb88adb57e478536cc43a13c', '0ff54febe0a6e93cc49f9f51736f5178764b787a', 'bf01f24cb49fdcb52f2c4272155cbcb5f3a2c7d5', '328d7c3373d8dcf2a82c7eb69c420bad2d3056a1', '9551b9463abcba81ab319f428e554509afa51230', '265b6313093a3c5ea4a5c75096592739f2999f05', '0a5a866958424aee2c0ed185e007b12892d89726', 'e902b33408043b6142e36def53a2b651c003b884', '3a86f144957f13341ad450c40061f244d1895340', 'd8b4164fef65ffc7082a3c95b0a706e5c3aa38f9', 'c8797527c36b8cdfe341489a46e8c4d3ca58fdf7', '1527c60b4330803f1f42b3ac27bf4c1bf67e08d8', 'e86e33d8dd43ecd1be9e30cebd3071fc90f203a4', '7473d59615441ed699ef4438d47aed2ce6fa54d0', '233fb0ffefc70134bd88be03efd9e3e107742cee', '0f5bd2edf5b1ce8815e34f6090d726c35d9331d5', '0a6e33192558ecab8c0153d204696e09d6749f32']"
1d2bb5b6e2c8ddc62340e44a82242f0fd3d37460,"[{'ids': ['1730296'], 'name': 'Premkumar T. Devanbu'}, {'ids': ['2231574'], 'name': 'Yih-Farn Robin Chen'}, {'ids': ['1725593'], 'name': 'Emden R. Gansner'}, {'ids': ['1747880'], 'name': 'Hausi A. Müller'}, {'ids': ['8564361'], 'name': 'Johannes Martin'}]",1999.0,"['693e11f86ae7bbd1b45f482da8602f214594e67c', '60c0b2d68a9956e5c37107f2c4c4a5021f05cc47', '90e2cf98c008d1280b4541b08a062b08a31ea918', '2b58bd3497a90b69d3b19f7e1dc394c7246d235f', 'cd7177f2c0a1b2ad7465b870becaaa7190b752da', '09a230c7f0fca40a48b8f2070b6f8b6d44ae29ae', '2ee181d793477e93acb1ac476e1ce6ddca86746b', 'a7a2004b138369ccfc59e4186262c8382ad9b16f', 'e1edf3581e776a0943be4c9ac7f629ee86091ac0', '53027ee722525b0c567927637cc84b8f01dbe529', 'a47a61226aee5fcba9b87a8b8eeb4bcd112c82de', '58b57e151f622cfe09a5aabdd4bcccc7ac378f83', 'e178f20011130776da99a083c17a6dedd2c61dc9', '5740b000bff6af5ad5296e529ef01942b23db4b5', '0253d04c573d905b0dd2b0656a77e88cfe6cf97a', '97e28f362c5ae11343b2dc69575dfba82da43b2e', '4e752aa62c702163661ee4de602f4fb16820c81e', '888c7922feb6a894e6140ac2f9e955d79291f85c', '9f57f90bdcf5340e5fcfed78587c0f803661d490', 'ab02b80f482c3c34f85bd8e26ac38512dd6f7dc9', '88c3d2bdce91430d24ed847086e115ae31c332e0', '53d94d639dc02077e1ed70f7e87b3c413bc93b25', '1d9edd257352711f57f6f3d67d721024fe15665a', '60f8c05408545ce242f1ca0dd4b39bbcfde0e0af', '5ba259b5df17f00c3cd09514f38eec6fa0ab8048', '6ab322d8257edbb9ad4f4859b0112d2bbe1af5f4', 'f566c75fb914e10345f78c875dfb2198f50475ba', '4c12bf7749dc121a9b3928aaf835b45f329fad6b', '68aef4f0e82336a9f3f24465f3335585828d3184']","['29d5e3cb59a5d4a073d751d8c839bb7acc16fdc3', '51b64144ea8026984333b038aec9679d4a41c1a8', '09b002408cfaf876749aa21534154562eee9d91c', '040579369b530b714aabf9b280b834e6f45feb52', '14051049b1f1ede35bd56bcbd81ad942aac9a7c6', '4347721aa1996b146bfefce311aa9e0daa83de04', '7ad1a90d85349a3a38c5c36b6f281c319341250b', '33bfed72ad2d79af57a924d027db8978eef63768', '2e428fb67ae2adf3c43ae93a45692a55088f2cfc', '10c28c29846eead558142cf600eca44b28a066bc', '1d984456abd296bc8d35a5ea51836076f681f4fb', '25f25e85c87413f38c5a11ad5645300f709a27de', 'dc565b889e8a5c21eaab2cf3c0812a8a45d073e5']"
2a221f7fcb10d74238b80cbe0da9ac8604e1b89c,"[{'ids': ['3258253'], 'name': 'Minhaz Fahim Zibran'}]",2016.0,[],"['d0158836cc161e908888fd3c63274875ef87f973', '00ee0d8dce7032675772506c73525ecdff4ec32f', '490ee479dff7d5eb2e6fc62e100298cb6ed1bf6e', '03b0e75f926caab73a6421d515b21a06cbd8e832', '857a4cb34bee2c58f036dcd29c568a755100bb00', '169bb50e92c1a5feb756295e4a9e5492e79cf382', 'b8570c6d9f9670f4a864b275f021af9c404e3070', 'c9f540a5db7668714f193bcec37dc5ce442e9282', '5e4d1c006ff9d8c291199340d18b25a07db8d3c1', '1fe82b0636bdb4a89d83985e1539a7a79d53cc27', 'b8c1b041eccd4c136d588057d6471c2175a2d5d5', 'bfe458fd6ef1270d27ccbbacc45b40d555e32b72', 'e7eee4d652786a202ef9cda9a96359e7996f5eca', '43f7b32d993846e17587b1d2e40c7a243dc98605', '2b686c9fa800c8ba7ffb1dd75f224a2f7b0d7f3a', '9dc9142013b0de30ee55314c7224e2a64d13984f', 'b2b1e6a2eee48fc1f3b76e011cf0952a59025531']"
362ac80719ea57bf6aca038c05b7072d7ad3eb9b,"[{'ids': ['3023790'], 'name': 'Owolabi Legunsen'}, {'ids': ['1718171'], 'name': 'Darko Marinov'}, {'ids': ['1682619'], 'name': 'Grigore Rosu'}]",2015.0,"['29f5867ccf30c4611bbcf234b9d5b104cb7a1fb8', '7a34f49a8c5a0e191414eb7d9a321b3bdb652e78']","['c1f8d4584e57335a2c834a0bd99b4e5abedb4897', '02da46889ee3c6bc44bfa0fc45071195781b99ce', '57b8349ef57f49544c46e162d08638c96eca9ddf', '04f213d6259263bc73dbbe466dac40f95ed93cc3', '51179e5fdab3ab3c8d99a5ed7b81d7ee2f8cddb4', '0ef954f394e4efd7e7c09b3ac553b5069f928ae1', 'a123f759ee93b9065758b9361d6a8ed9d6f01ed8', '426c0e26d0f18fb648edcf9c495911a21e2ba26b', '89dccd66067fc13356acd0c1ff503209be47c3c6', '919a6ea54552ad18d8672e6006a53d2e45508130', '23eb55812d5c478ec677a03aeccb0bd99d6db671', '3032699e531d8569be3767b3d6327080c2210d32', '70320f01ea5147d92b6b2ba6d4746c5f9066d098', '8c4a08eb8d2aeec35462c05d320ffe2b4f7cbe13', '174d99ad0c19d461548922f542d7827039254f5a', 'cd3ed90cd8a7af438126d55eecc5e34900915105', '2b8303425afcf588911d285cc93956e2927598ad', '88891ec1340e527a65d8d02c4f7631db4b5a2927', '56b9100895e9855c2d9e72f81bb5933ac8a5c17c', '21711767597292b479e7af5dfc5d13d8d3746e7c', 'e3960aed61645663cc1c7720f1a54f7a553a9a18']"
3683070378174ace6d1f6ef2398e140b956f01dc,"[{'ids': ['3002728'], 'name': 'Carleton A. Moore'}]",2000.0,"['a91913d70e4a516efcf83cba2ad3fda9dd8deff9', 'a31ef6ec0aeb58dcf1360c634df63d974c63f166', '81e7b60ffc28846e5224c90986ec2ceaa451ac3f', '88a4891ac09ea3fe89763fdc7644c33a201990a3']","['5083c2a0079aab4135225d8bfd38d387faca4172', '1ff8660b8e993400c67889dacb0ac5acbf03aa43', '42ca1ded140ef3492eafce185cb7aa1f2a00191f', '426f40443c6e620a24a6db149b4439750004fb3d']"
38cd79916d320fc1f3110df9c3eab6a8f6785822,"[{'ids': ['3804894'], 'name': 'Shuai Wang'}, {'ids': ['1704638'], 'name': 'Shaukat Ali'}, {'ids': ['6411318'], 'name': 'Tao Yue'}, {'ids': ['3400329'], 'name': 'Øyvind Bakkeli'}, {'ids': ['3291576'], 'name': 'Marius Liaaen'}]",2016.0,"['fcc1484c679ac9515de1ee3325d4010e3a781920', '853f0f495a894411b1646ecb5c79c1a747adf303']","['317a1d1cbc8d3fc8789aa30c834e9225a23b4f09', '39b60d321c1d1668fb73ed2579d3aecd143461ef', '88891ec1340e527a65d8d02c4f7631db4b5a2927', 'b0783f7fd3b03fb85a3f027f562530e8ef9345be', '588c8fc0423df0b8b188c715e5e2393b7dd93cb4', 'fcc1484c679ac9515de1ee3325d4010e3a781920', 'd8502cf520fc777a60ccade19ccff1dd228839d6', '6763a821d8f6f204256b57767f6d8350075c175b', '284fb9e2de70249c658c142aa7c281101643b309', 'a176bb5b5162ffccc2887c1c76b9bec79ffc4c27', '31848dc62d4eb5287461372a1fbf7b0c73f90d4b', 'a55d008743165d5a7794570597d64dfe3a6ed896', 'fc5a56171445cfaca400e3b1f20293ed76a34c42', '4c553cd4e7beb9d3837045a568ceee5b33b44683', '66728d01f9ebd0446ab346a855a44d2b138fd82d', 'f971cdf8de46c43597ef1cc1846f824c27c723bd', '1d7fbe618c7e7fdf20cb5582e95ad1484fe5e004', '69c146c3ea8af1bf8b1d95ec17bf32d9ca27cca8', 'a816d7c3fd7422e464ee88b97e61c823d41f6e09', '132fba579baccfbe0b24812a5c6211d551319696', '2f1eba8751d5e19fcd95a30429cb199958b1a6f9', 'bdfc068cde046297c049a6dd59bc5795ac5360c4', 'dfe307745ebed55db74dcdb97870729dec8cba57']"
3f2b6779b49b5c63d8950b6bce8b9ebc17c1c42e,"[{'ids': ['7165582'], 'name': 'Friedrich Steimann'}, {'ids': ['1813463'], 'name': 'Fabian Urs Stolz'}]",2011.0,['b4d31af39bfc3bdb1a8fc63fb4ab4861bd3683ab'],"['0a6c969905cdd634c97b8e518b8e112eff1aaa80', '3cf874b7e0f5fb573d6ea45f5eef237a73f3b595', '0d5b9414564e069f399bcd131d692a01b91cbc58', '941a069fd88a366f932152df3e9102907805b0f9', '75693a47acd9059a0b0ea264ac766eda087f2e12', '50f23a33085c89e21e30cb5f5ab337ca15b6bdad', '21d8babc18f19a5c179bdb532b134446a9437649', 'df6d7f6a90c9ebdbc0c1bf851fc5292d04ece8be', 'f9e95b3fa0bc211450cab24139c8ee9a47d15282', '1bb1f9c8bbc50d881adacb4f7dc6ab8aadc89c39', '0442ff9c4ce57e3b080523a170c4204fa83c9e55', '181bdfaaad5745e4a0032a41bae723def478adbc', '7aea0752599115646807733132cdb394f82efaed', '4a9b7f502626a3d1bc31cb76c60eb5c1a88f9962', '17b4644a4e396ed2dd1bd0c9fd29a41fa80097af', 'ff8480989f93a9d055dbce9f6c48150f92d2cf77', '19bcd4e12783555bf40ecd59bba537476cbd8b6f', '2ed6f7d0b5284589fa0ed4b33295ce8a76ad2829', '9f4e69fd5fbf5573039a83480ed2fad006945721', '91b4af9ff2c0f9d7985544d901f6ab2ef01fe271', '23ee48f1430439642fb3d1c482681b4663e74603', '39a0b8b9e7e49f6d2a4d256e5bccf6e4ef33a194', '2d1f447d596d5549456bf34d1fe31f8f60b853f1']"
4bce6c6f4199fda722722f12fea52e32f0f7cf61,"[{'ids': ['1707328'], 'name': 'Harald C. Gall'}, {'ids': ['1744456'], 'name': 'Michele Lanza'}]",2006.0,"['3394633e7a64663c31787655769aaca43e0b177d', '17b9916339dea312e9028e1828d5da98b7a7976c', '7c586e0548622b59deec1d9f92f82bf2861a1b47', 'b1c852f293cf19ec8b2699e0a403a36f7501b86f', '86730119e858a43882ccca8b0bca65b343392b2d', 'e5b0a559051cf4f69916c5c309049e0e066ffc9a', '177a9771fc7962f8cb1d4949ac8314d974831ea7', 'c65f7cf12c38e4755ad5acf156d457c157481ec8', 'c147e61fbb6e79c8ec80417215066540d49b9060', '095994a9207b13366f23753aa783d67058d16a8c']","['2f09a866bc7cb521227dc5ab2c4092096077c1ac', '29323a5104481cbfe36849abf8e61c1cc41ed831', '2d0f55e853443011729dced79e4eb6113480a650', '2afa60edcb76f28e8bf2ab51efa6cf296fc0bd69', '28ba7eaea927edb2a0ce0260330bc2d47d02584e', 'e1fea7a2e57ed75f8e1e4bd10b1296c68293d6b0', '4fe044a315886f2ae0f67045a213553e454ddc68', 'ef797b89f88877f65fb764a1152b040cb27b0ea5', 'bd3539080daabcbba8858c38bd726d177ea4db6e', 'aa487579601ae644ea79efdacd901a663363240d', '93bb5c4a6726e0cce1deced50a762dfde39aae61', '03ccd059d414910d88a4422d83bfae0e56f6b506', '9c6877ff360fc3e97e15b3f038a9160d353a0e0c', '3d35aa56cf03aa43869cb7664989295094c07c4b']"
504cfd4a78e609a7945a149dbffc8c2325569da9,"[{'ids': ['2540803'], 'name': 'Hans-Eugen Binder'}]",1996.0,[],[]
689c9b818259bcf84cf4386455aa3b392fc82087,"[{'ids': ['6869596'], 'name': 'Hong Zhu'}, {'ids': ['1876828'], 'name': 'W. Eric Wong'}, {'ids': ['1749043'], 'name': 'Amit M. Paradkar'}]",2007.0,[],[]
