id,year,inCitations
0a4c7ffb36d5f392341ea97cebc255f36ce9094a,2012.0,"['646d147d3abcca0188890920b6b3efb17a6daead', '752eea364b9cb42364554bf45b0c33741b3592a8', 'f42f6224459cd87712ea01fa3566cae547dc45ad', '574a6aeb11884a213ebd34779f6518f8fe356564', 'e2c8ce7fae2029e256a3a7d8fef8c359fef5f2b8', 'e29746273fe559b3d84855ec3f2a90c487bdbff2', 'b1bb690be72d495fc7ae4248d1b3bc8ed98cf692', '107f6610d310f081a15e9da3e070d1e6907ca37a', 'e943df15a7851fe96c634e087cf9acd96fc5e875', '9c5ec66e90d4c1122d733482e521ed3691cc29fc', '0c306e8b5d0926606e8a06aa8e30693224b37c53', '17c95042c6ce8412c0535e11c108c5afaecd4167', '8974539a8dc4fb7da34ab9dec9916c047256553d']"
0c695288d6b29c7cf0c160d91907dd899e9eb342,2014.0,[]
0c702e92fe77159f6a39e50415abbb59ca83cd40,2007.0,"['44158a10bde5f36f44426d96c0d9d039dca936f4', 'c0c6bf9be7aea1ee1e2b952a64c050cef877c759', '0265566772c2eb32cecbf6885f9e1052da320933', '79d82943dfe272ee356a4f4fd24c90b2db9c1828', '3a4220157df6d1c57995105edd53130ecafee2e1', '1ee4af73c4371de968cbd3000c8c9d16f57fef98']"
0ca02bb5707b12302a4230352053fc5c4849687e,2010.0,[]
0cfec8466ea7857c62952bc3ce0a3bd22b335e32,2008.0,"['5e26d5d6aa3180b19e1410a0a07dfc955fefe1c6', '1d5217df7b8dec665fa6c5ad46321e19264b46b7', '5ff3ea21f0f804f08cdb65b8a31bfebfde63befd', '583915bc4851cefa7dc1450002744b7ba6867a83', 'f6bc4d5c13f90cddcb71b7ff8d33762ae3a22c74', '3e8188af0000f668a4a6c185d1782065c2759f70', '5de3f2889264737f32d8b968b32bd244c22bd1c1', '75bbc326fc9fd10635850eb0d74df61746c197a5', '602ea359681b98e52ca5d6345527c9f180cfb213', '532bc8dfdbcb92bcadf14f40ec1287b404aa3a92', '3e9f14e32390201ef547ac83e2a01a5d36b9fd64', '04a021444db6844c3b9fdacddd3234e5e9c5774d', '75fc89cccd95b70876a774fed355577155681884']"
0db71dadcbc942647c351069a60938dbe9f37b2d,2016.0,[]
0ddc230535b3726b1246c203d9d0714ac225874f,2016.0,[]
0e4c87100aa7f585ccd969aa71dd5dfdf26e732d,2016.0,[]
0f052f51253e5bf5b2681351f99e8893246dd671,2008.0,"['a03ebba513f515932c9b25158e2637870b2e737e', '215d125646bc077857d5b8eedf877136bdece729', 'f7e1d6a1210b5fce7423bcf2e6a7fb7b506ac207', '8447b0809d0e7c1b9f66b8cf44a998b0c87ed050']"
0f9f50e48abca112b817afa1b750a2b8bcef887e,2016.0,[]
12f157227e1ee4bf4dd6f65eeba3b4433cabfc87,2012.0,['0dd76b8e49e3d8da01bc3b6de72994fc404e303a']
133fc5d994a1c036b292fc6f38fc5ebd6da903b0,2015.0,"['2cfe9607ed4ad275ddfc1c0b7bb5d02a6160e652', '57c792c2709ccc0faaa8f93ab9a634783c2dd118', '64bb2b7db10a8dd14c0551278d6a33cf477ee759']"
142c91a92aa7c723a4399beca76d5c0bfe68c5f8,1997.0,"['09194d0636f8c44c1ee3a53c7dcfe2126d05edca', '7bb72392b384f7db6b000c040206fc367c8af6d4', 'b3c945b23245a5545dc5aca1532f146e632191fa', 'dddbf1cdd7f70947ea1495a3cc13d003a5bd8bd7', '29e37b12e7e55fdd948a4997d3548f378c51c6b6', '041b6119054c7b41a4810b5f22db05e133ff9add', '85b3e05beec5b35d6c2130e344cd62062bd69441', '2ffd5f9383d9ca816131f09ba61d1e5fb8716ecd', '4eff71da20d453a9fd80116646e7ef8c4567fbaf', 'e4f0dd983d6406a7a2930a4743b85c57d6e57008', '854607e1032c46a2a80b438ff2f3dc5024ede530', '3bc8d0d809da75bfe494e70cd3bc39c599170f36', '75ea5f5f7a0d7d0c647fbd1d5f8bb2c7186a889b', '5bf1ffcb9e6de68372981d7feadbfc9a6fda4b4f', '11033a90655816be1195edccd2c67ee5698ad86b', '8a6c15dd3741b2cb03f21eaa87cabfac7b1f6b20', '28d12b5827db750549042f7b5c150970fa025b26', '431d95d95ab98a542a5f97ca610b40a5c7a02b93', 'ce4caee72786eb1746abb4e5a3456d1a5a1388c4', '45c117af55fd318851c861dfa6384e886ebadad9', '0dc9fb9f1685072013220bae2f45b3fad5f72b46', '28e1220dfb8c062b38801f60572d0d8a40cb7c90', '6e2f753dda5b7ac7209cd2bc68a019c7a2686f59', '5bc30a36f8b8c4125baa17f241ba5ae1c19ad6c6', '545d5aaf42a312d65e6c30e1cfd00c5a3b77a3e1', '39ccbe58d3c97ce37e1f4e671ed05a87bd2a559d', '13026f72ca83a9bb24a1f800348d5bf2e632c46d', 'b9920127ccdc13f423fd8eeb1fd63e90ef2494ff', 'c96a4360f4a785f2717e80043e774b3b1759c333', '60eac9d2dfe8bfcaafdb4205c34aa9ab7c105c27', '2103dc71d3954fd40809f32a58fe7093884f7fd3', 'b6ac09dc2e4761dd0d5ef59de9b671108b753486', '04b3e9c9a8c9c564f9c5183e238e8c6e4c50822c', 'b4e3e8f1b8ca595b6ab3b28aaf39fcc5f338dac3', '7c89cbf5d860819c9b5e5217d079dc8aafcba336', '598efcca0f0ee772e5b55e3b400dbd51e3e876c5', '383aab1da71b22483b1ffdd8fcfb0635c98b2cd2', '79d8a2ec3bde90d0966608153a1c224978e8bbd6', '3cd9fd8a36c8feb74bb20ae25817edb9c6a0518c', 'cc058757c9e8205cd8cf295b14290cc3f0e89479', 'cc423cba849816ff0db4fc2a0032f33134362467', '7b81d98fb6fc2269b346308f29e7e119c9507c57', '44b9af24ac11b5ffcd345cb18f1f8a360819728e', 'bac930f66d641a5105c244a5b4a04426fa765048', 'bb08cbdb1fd736fc1325c5c3cc62b624ec934a3c', '55dbbfa623c1f337e204789c2248d2a12a0bda56', 'd741004180a890064ab1ca2fb1d92ca5a0fe3d69', '084d79611b2ef2a733a4538ac55071fe653a28bf', '16585cbbd83cf97d315e236a4e125d5954329001', '6cd6edc1da963d148a03a97c0b78ebfb8597a131', '469e9717d8c1985d4875e7fd19d00bb0334bd9c6', 'f7d9a2ae0305bfe32584253dfd85500d1eb58180', '6ff8a4d163315e2a2ab06caa8e6d714af9dbaf90', '9305086f2a990dc4acfbbf0ee13da12dc978fdb5', '01af1167c57fca51fe8f45cc697dfc7dd5ab3939', '15fe8e79cd0715f9104a9c24758b5cf4572691c3', '67d5406938cc0c971270de53f01cea7b4e326907', '7416f54f19220f3b119e760d10516176977c5af8', '2c157248099ce3c1080ea0a314f7b419a0abb561', '847185d04f2e5b56e0187ff061d1fb43cba92c11', 'c1e48526eddd68b5bf98739a578ab69a009f570d', '1c88171ff526e14229099df1a133f10a1fedd71c', '38d272feb48bbcef4cf184030d9d7e13dfc67564', 'b90985462f579e7348107767982c51fd148ee006', '516e8b48fe9e4bda8c6227e7d50845f32ab05f22', '078ec640a5d6834a8473b0c4ad06718c52a8d270', '43ebac186b771abe49ec6de37f4d73cf129cfe7d', '59282fa0af963da46e0e49577fa48fe819174d93', 'd7649cadd002176bd9c8db8b76a131d9921a1e24', '19a1feb3eee3bf2eb622e79afac6a7e8426e53d1', '1c9c322550a6da2dd186cd37a0fcd5ce3c44b422', '86923b4f511f389319aaca0589327e361c2c3532', '0dc76c29fa9f36550625a85841666bea2b0e06ca', 'bbbc21ba56a2fa812946091cfa3f7fcbff334402', 'b43047aa5770c3547f87f353633706e01b08b0ed', '8513d8c518d08268fa7337ef400e9621e26bf268', 'bb6d56dcf82d91923c197afb8a29a22b6d9cbd51', '02682579f65383d0afb265808933600fab526fae', '7eac8f5b0b765c979a7dbe7e7e1436a9cfc1aa74', '9d515fae64a19ca7d22633a8dcf12e15eb692d2e', '7776f5ef4ab79a05f0772ca8024eef05c0159120', '4ca64cda28a406ed8d8df285c384d386a939cb33', 'a51a331ca5168d894c83d73a100ecab6162e2f5e', 'a7a2463907e6a05a553d557085944c49665ade24', '0e20c17050ea70efc5c4bba66a309d278c5a3993', '200350cabbcd017806f677af017091e34ef94f52', '01657b00f93e45b39b4588d5a6d00d4c7ea4353e', '44f0da00610b157fed91d578ccf3e2eae2247456', '06ace3313730c20e855b9d82ba5f00ec5fb52699', '5921764b8c37ff2ae53d9b48a25f65541ea8f810', '42138270ff3d36762f83efc4a4e9b2dcf71f8587', '50db9e4a688f6e145bc6abe1bf84c4f7358e8739', 'aea84fa44af5e92d560be87db08c802484ca4d2f', '65564ae201640316ffcfaabdfe08aa8b3f7c8d3e', '3bdc1b156755f5ef4bd79fa65d9d3770ed3bdf24', '07332be4259d94934ab1c26bbc868feb0539d457', 'a5da5c9ee43a7f76c16f5d6041f69c1921aadbb9', '84379b1e7576a689f36d8d057148ff26f80a246b']"
1478cac7d936136af56a46539870638eda214f1f,2011.0,"['901c872968a16bdae8a209851b9f63e67e4c6101', '87eb58b3578694d39a8cd5edda2f3d3b1e4d4a8d', 'e2368cc2939cf0abae4a33556e11fda127df7eaa', '6e9db5d08492d98228ecd4ba75bc630170790b10']"
14a7775d5af902ae917eff90bb2682b8a6ee227c,2015.0,['4c883fb6e65549055049a8fd270d8be60603f352']
15a1cea28fa69c2f6569d8ce82b9e391b4309bed,2016.0,[]
168db05542e7f258849fca6dacdc95a25755a213,2015.0,"['bfb5f142d0eb129fa66616685a84ce055ad8f071', '5300c315d4c3c0304e35ccb6c3debc668329cf51', 'c45206e7ad89b4fcb97958b94f0b99860b27bad0']"
16be26614306441c5415103686340458439c1085,2011.0,"['d53ccbb43d0b02f794938ffa81ae6fd92b6d0fc5', '51dcf755d505ffcba698fb9c09f90b50afe7ef25', '421d8b62f25b95956d165250d2763335e6c02499', 'ef8a7b0ce651a02388295264e0762a17b3b9b31b', '68d7044d2df43f9ca05cdb97696f8b760790350c', '1297df290a008362714286a8ba7f8b8f7792c540', 'ce290b880edabf197355e9a4ca294d33e771e484', 'dcd319efcd00d73b21e0830ce9ca085aa05b129e', 'fd0496ab020acf366375615ab40235e6dd3c5897', '5b4a8cf1580c43e5ebf11193d4472c82ad6e40ed']"
16f0b009820303e3e0dd9aa9a8909195cf650dde,2015.0,[]
1765fc44c36431c6c9b7849606fc1ba9cc972e99,2012.0,[]
1818cc4c2d34b78728caea4942e1ab5bb9215235,2015.0,"['9a538c6629dcb606048d49dfe6279ff3f9829ef0', '15bb6aee39a1090de877cf0a3fb64c42a360d143']"
18bd9f96744db1d025119d09ba563060f3355e1d,2013.0,"['6f43b7146faccd98470c9c952718630e8a2f35a0', '2b1e5fef76e8bc3da37e9c4038c274addba1d09d', '7a06899e9c459c14e7c53d1c6a2baee62f91e0de', '54545f4f0fe7e15c15cd04b43678dfa20459e49c', '4cd16ee60fd0e4a98797fb2bb8c5435a67b94f4c', '1d9a22f977d6558f3d874241dfc396afc811ac67', '2ec18d8a3667cf08afd45c2cb341f2fb720678e6', '8b806a5bf6cdd18dd2b62f470c85d94ee88308bf']"
18f68b9b860fe494a28c4c08ffdff6b273face4b,2013.0,['02b4f64acf723c74f0d7b2476af83f6acc41c1a8']
1926a5b6e0a61bb8c92922d1ed382c6dc1647eb4,2016.0,[]
1a11fbe87850a1b97ad531c2fad68cb994d0942f,2013.0,[]
1a60fec51d656ddeb084e6780f3b2ccb3968a03f,2007.0,"['8b4bb33806648be846a5375696e9c6d253fc670e', '15f37cd67f64efc880151df47db208d984bf71fb', '640dc5b855bffee055fc3552898c07151f2bc891', '18be4b3cc2a118c6e15e9e70b27bb371aba3164f', '6e85cd099d16bfbd3364e1d7f6bc81cb05a850fe', '47130f8da8f1193d4e6dd5079706079e94b0de12', '70878bde61e1755b2454346d79728346a1692f4b', '70b1febf86fbb188998237ac9531e01c717eb7d8', '412d39c5ca788f690ec2331f792e526a0c627c18', '4e5cd17f93179e5459f5ace0a19e779ce2a8f221', '081fd279b7afe6be5e6b407d2d1a67b8db3e168d', '9dd5514041d939cfc3648269350201809885c200', 'e8e217caf4d30e5e406f98929633784b7dff2363', '1d1274ac2c959a6a04bd822bc1430f18ca66f505', '3710a4f6cdcdd143815d6f5ff6ce8aa76db85580', '8212f32e03a9a81ea115046f2a6d8e91c1ab345e', 'a62af9f0f85a1097d298ce4913a5da639140b242', '33634b2de9bbf267d1b8d9c82a9e2f9d28a8f3d5', '7a363b3556f6394366dbb9f70a3b3e520324bbb3', '5836885a3e1ed88de1bcbaab5319176c4051a3bc', '3c2ef8097add7b77b16e8a53ebdef6243ecebf30', '20a378ce60d6a6dfb082c44546a1f23f16932fb9', '9444ed8b85ee0175e4cddbde82c765e5b67a3f13', '13f5fd222a338f7a368ff62284d00948e5b1e09f', 'e7ce1111aca002674d658f2a1a8da00ac1b934ac', '096bc563b711445206762ea85d86742c29f3a886', '4157ba85cc9302d5289c409d9a597b347bd417cf', 'a1a1abcabc878bad4607df8a0fec0f76d849f851', '8c7f3db0cc0c499ba2ff398322d0d8e4934ef402', 'ec988d115faa542484e194db933edfc4463636c0', '58ee366a258fbf82f6888e4d9884c76cdc616f6a', '77f170a2a5ff2e624b467a8ea288944ee49b661a', '7322982a7406d859d42abb46175690310662b820', 'd6e322eb867f9f4b8f5d0b9ddb984e68b23f6aab', '88855202c9a2e91d879d8f7999027d747b0c8faa', '120c55d6d34057b6f4c2e9a83765033809e121ee', 'dcf8ed9e742ac0b444a8591ffb41c0309032fad9', '15a280ebd1f3319df23864baafe5df17e0df5c07']"
1b2555ec8188decb8ebc12833c6669a5de5763b1,2010.0,"['4bca9d3686a58ff428f13206d03c3d4c32fcc45f', 'd3b94049f4b68bacfd3d75e1b74adb15ee4123cd', 'c0d4253c1c6c662e4dfd2690a5ca6a03b4fb6e0f', '6b5a6b20325c6194a2d90fbc076f7e85c0405d43', '77b1a5307ea2cd26c34339a3aba3bbe8f0f64b89', '517b2775db02a17f83a85cd1653019dfdb9123aa', 'dff70cbe935fa793a54c4dd6c9a8220611fb408d', 'c8731755b9f7e68a6e6c73b3f481d62afc1fab65', '2bcfe984bcb8424340ee7145a2cac357c0db03a1', '4e52758e3fe97a9683e85bbf531603478b22f801', '373553b1efeed777ccb309073a57c7e175610660', '672546ab7ee6b739983e17b2f97697ebf691a777', '8c50822906e0b37108aadd735f368d3737d6597f', '71a6283c47ce4857a2d595a171e807e47ce15196', '2ac16133036f92ee67b631a72ab8af0ac1ea758b', '32ecd66e920fd5e1390918b3953dc9d6a18fbdcc', '3c5ca7e5a299fa10c929283b1c1e9983b54e70f9', '4f51d6571a32b9942a380193197d8abeb24b7382', 'cf62932e0a910ff1dc3dabb09cef019c15b7039e', '0f1cdcde28dad7dd442ecf2b58723bde2dd7bf96', '5474136d53aede9d5bb6ff087199a00684d1f4f2', '81d0037212b70bbd963ccdb2f6056acfa31f4a6d', '1b0894998799cf78634c9dd3b41e02ee9385473a', '9034892fda40c3ad9c2b7b0b70631611978e55e4', '771f306ca8675a138c358712050b599fcd3f67ac', 'f4fe39b4796303dc332eae20049c8199f9d92f18', '647afde99ddd17bf6d9c26095165b96a20ebc310', '2e5578337318b250c9e4e6c4c51ce2da3babd98e']"
1bb2d522c5fdf9f99cf0e47b2d72bb7197f4ddb7,2015.0,[]
1c9cc190d022a5ef4ec5492e24bab18da1018e38,2011.0,[]
1dccbbe8ef07e058bf7bcd54e0428acf3ea3b506,2016.0,[]
1dd07003c8b4834c4e73ab22ec8f0fed16e90a47,2012.0,"['41ac70b435043f0dcbe42c472da67fb81cfc408c', 'fac32b15bc1b5ee4200ce8c37148ab3373b517f7', '5613f9c640fd0929f10ab5403d879e7330ddaf9b', '44849e65e329052eeda2e298210a3cadc8f753b5', '8259ef01aef9dd37755c914cbedbe946966a410a', 'bcb4ada749ff040dd351bf07c43e25448f74fa14', 'e170f2531230c2b711a2bf9afb51d4cee0424fa4', 'd87c4cc1829785db6cd1edb07eced8374677a804', '17c9daebb9ff97b8d2e45d03aa6bd58647b42f97', 'a9d5f22387d0baaa903e388090f60c78f79b4020', '11b58966dd349f876c9b40ef607bfee0a026e245', 'e0d7ffe175fdb3bedbe6cb09a79f443939bc0dfe', 'd9dafe0d9a087270746b40358a9266fa5861094f']"
1f436aa4e68274037fff44e6cfbcd0a1ee3f60df,2015.0,"['70109c670471db2e0ede3842cbb58ba6be804561', '072af21e1bebfe5912b1423b6fef392b60926f07']"
1ff70c7437b26accd503b2b72753d08f20b417e4,2013.0,[]
207f2f2f3d5c7165434017b1dbcee519b4927971,2013.0,"['142415bf3efacdd27f012c757c42c0ac6864a00a', 'bc59c1011810646429254b57e708ff001e820d0a']"
20ece45c7736895a24bee3ab876770b15a49899d,2008.0,[]
2267f1bd0e548869da64f53eb0cb91a1cd5270cf,2013.0,['ce7739d6f48e1a0ed00f5595b8ff6f2e97b96570']
22711d842c608a8c4c080002c280a5f654bf4ce6,2010.0,['08cdccd80af5171f90fdcdc659c728d6d787c081']
23b976661f8a82c7b512818d830c422e3a68c059,2014.0,[]
24af0e94ddae7047cf57cc0f42fd0e34a209c4aa,2016.0,[]
24d70ad0a78a1d4bf1a426ab95ca105ed67889f4,2014.0,[]
2520ca5f43fb0098f425c31f4fbcfa31e3011f3a,2016.0,[]
26542ecdac1dae15ed45c33040f7a611ec3d0855,2015.0,"['e591076f64b04e80ad71a828a2601fb159f95436', '05693013e0b7a4e11da18ab11583eac3ccbaaa3c', '7af62a135dec6828ce38b1b8cdd8cce331d8315d', '4c53ac79ef0d39e2f1273c1f07c6085550cfa429']"
26c9eeab3d59af144f9eca35137b1c865cad317b,2015.0,[]
27f5afaf540b7a34c3c32ccf9e0d8a3283959b11,2014.0,[]
29921072d8628544114f68bdf84deaf20a8c8f91,2016.0,[]
2afdf0478454d83063499cbf2d63fd04bf4bbb6e,2013.0,[]
2b37ecf894db79683e02326bbad8538094aee699,2013.0,[]
2b9a343625d16a78df0d30bca00a152b045965a1,2016.0,[]
2be896a4550997502ea9a88fbe2e3c8b2d0d1205,2016.0,[]
2bfd00e8713c5ef7452915d66507e60f6c79225e,2015.0,[]
2c13cbcbdf9db11276def5a5d2a132f05bdbf35e,2014.0,[]
2c2c8d49fa17d3db45479174e0e52791ba237c91,2016.0,[]
2d16e78632ecea4c58c4269d84e185085d47e8bb,2015.0,"['1b1c3536d3d60a3118fe2a4987f2a939d0cdadd8', '1814c970245af2a079b54b202b5ddf4af3bce3b2']"
2d5cb898dbe68d32be9586a267704c3d7cb9f553,2014.0,['09fb440dd2daf2b93e36dd5df93950f0f3bda685']
2fb0cd7298d93d681e11809daa2a02214c3e6a11,2007.0,['e4515a37891cdf7a9b8b525bfb19c34474cf71df']
2ff1760a8498e332055ef7153a91dc84f6bb8181,2012.0,['5c941949c82afb7919f499413742e4569d0abc36']
30ebfab0dc11c065397ee22d1ad7c366a7638646,2011.0,"['3c8e4c1b4c60f8b12815f551ca4640295da60530', 'ecb084bafea084f17150f89c500ee5af571f67c7', 'e94da3244eccf3a12f35c4f5244f22a3283436df', '559e8d6c047dcc026d9e6ddcc8d5051424d8a3c0', 'ca7f64e205a3ff646d7e8c2eb8a68f604b2d7941', '90ee6a3c4d8e0f93e5ad91cb5123401467b212b5', '67292c0854d60668832301402143220453e08b12', '649a5102b4c6da148e99063a62b0cc78c81845a5', '2a073d2ba5dc1f831ee78b388843c939a886617b']"
32d2a22b84f2fffa901e7d99c6382d35c1287713,2002.0,['cefa3ca32caf380d85b02eb4a70828298829729e']
32f1f528e5c886a324e61c55d317aff485e05838,2016.0,[]
33686120ef115a9aca31d1f23ed484b4cc2f2514,2016.0,[]
33f012f9a3c2afcb2a39a4fff136cd930db17e08,2015.0,[]
3400e10c7c076e05fb8f5ddb00d886502b7cfced,2015.0,['6bb419d8908983509e45f9b8da1b67db5359b32d']
3470de1f5321a3d8a1978d50f7d7e9c1fd588770,2011.0,"['f66cf4378a5cc6d10436a666243d59e945001893', 'b6fce890a4f29a976c4e72eb4f7d951ca10c3938', 'e138fb2f530d138aae5d94abfaeb77c9bbd98b89', '2120c1f060a186cd5eb2d28e703ae70eae76588b', '418a1082fe3c49c2dda5912a86a2b8ae1a205385']"
348251091a750bdb9ae6f0266e7b1c1b7fd0ecf6,2014.0,[]
359bb0bf295e8e217629cad029baa7ea6809d2b8,2008.0,[]
35c0f9131050dafac34332d4921361db9d3320c0,2015.0,['b002b9b852f87c8c1be31d665e453fbc100a3e41']
36c99ad815be005801ab5792ebc357bfe335a22f,2011.0,['eef5ad0b88f2ca88e86c6cd37c5f69c2cccafc77']
3700f756f9efcced878c9b9e71599886a1b31dcb,2012.0,[]
37099d30a3e2fe988b3d8b0dc282a1731c403bbc,2012.0,['23606ec8a507e74f5a8acadb66f253f1d5047718']
37155288b265c1b670ab19210a057aefbfb4ba00,2010.0,[]
37adaf4b8982a865281d8a071e612ec3b53f75cf,2014.0,['6583aa166446b1f0c780345a3ba800689207efef']
3875f5b3408a43c382a3e7e5b62930fdc515d309,2013.0,"['92e64263717ce79e1ecd278229b339a3798b81b3', '76fde63130bd3b7b04ad069ef8239094ac372fb6', '52a19bf4137ea2acad0c47c82ad58971c250523d', '244205b1b74423547541cfa0333540de39fcf7a0', '3dabef20ac56386248a7f5c93d725ea05c5aa984']"
38d140270d3db5b244ee10943c8fea256c60e621,2009.0,"['61ca70ee8491e15e5f3089b6e5f5b5139d7b13aa', '559a0a20d84594d2642133c3581d29ef103e64a1', 'fb0d15438d18fd88d3117755175d47c810eae3fc']"
3a360c29133bb119c66f0bc6fd5434d20185b3bb,2012.0,"['597e3dadee9532d1969f24b116b37b97700a5348', '1b1285f0930ae411a39e117bf996b3c1752b224d', '33efc26051c42e23c6b958cb5540557917d9fbfb', '5695a624bf19a833c0cdc85ace25dbfadff069ec', '3248d110c0b5df27c97f1ca823b37f3275afdb88']"
3a58fb07601265780de358f25f4a3c463c601dfa,2013.0,[]
3a680b98016000b4d69c6bd5727af3160d898835,2012.0,"['32ad903c64fe3760448a5da9dfd26c4c4311ada2', '1e36448d4313de517feee052ca9b12f46d73563d', 'c360906c46f58f28ae287a732696cb9ce888f8b4', '3abfe7442dc0aaa843e9dd673d900bb800eec5fb', '7b1f518a9488b08c47c92a265490e6d29f50b9e5', '8624d640b30ce9f618b8a51a30d805fd3c253ca2', '9e1c17c911f7efc0e8a92c40a0fcff4a03599b43', '93de5fda68fe1e97dd20da4dc9005cd3ff33278d']"
3aa6812f5ccff52bb7bcd48ea9359908ba542740,2014.0,[]
3bc04f5a1e0571cc1ec4a2b7c4d6a6956530fc25,2015.0,[]
3cb74a142f5e4a5504e6fb8637f90457f471975a,2016.0,[]
3e717ed2903f3b99e39bb0f5c870af4759141227,2012.0,[]
40a7b60ac874898d8a365cb4079d4777cd52d4fa,2016.0,[]
4179a01894bb0af6d470dc3ae68544fa08e47481,2015.0,['29a8035f6748d37edfc074b99dfd2e8699bce5f7']
41ea01844e53e069292c893175a6faa7a360e682,2008.0,['6254705189c8f46aca6bbca44c2beb29a0e05b1c']
420fc03783c7948a7940e237a7b521a6459c727f,2016.0,[]
43349e11d6fc950181fd2279485d3fcc2a970595,2016.0,"['3636bc1fcae5873879da4acf6923265f07a78772', '91ecac0d3c801573f81a2f950cd118f7ba103a1b']"
43c67bdea30b1a94b77b93128b8d69c451350f4b,2016.0,[]
44cf6fa71d076261c6face1ea832958b9409ef28,2015.0,[]
455221a8c3baf1a09d304b8db581d363b680870a,2010.0,[]
461f18f2eb5afa2dc5a7d980ad6bf3f8f08a69ff,2016.0,"['1b752283193d6e9a4a90ba2f4b0277edcb59bb10', '66a41be2fd897b6e3706d42bc881f221c70bf38f', '6aa9353e0629b883d01adebf13a33f8793101154']"
491e0820d432d05c5ce20234203a6d1150850d12,2016.0,[]
4a3feb3bc8131823157c30b1bbc7b4002b1ff47b,2016.0,[]
4ac91c2a8cd537ac3b15d11196a4a38d932eb64d,2016.0,[]
4aedc0045ef7c7d63adeb777bf92ffbe2b47c0d0,2014.0,"['846084d214b4ddad9343bace3482d66f4b22f70f', '23850399a6a293a68d11f9de394b8e7b0494a3ac']"
4b65123c8b811b58ed55b73bead3a6eac4533a96,2016.0,[]
